race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",3,3,Aussie Nation,Aussie Nation,Aussie Nation,3,Annabel & Rob Archibald,Mollie Fitzgerald (a-1.5),$3.5,4.7
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",4,4,Alice Mae,Alice Mae,Alice Mae,10,Matthew Smith,Jay Ford,$13,6.5
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",5,5,Scottish Pearl,Scottish Pearl,Scottish Pearl,7,Annabel & Rob Archibald,Ashley Morgan,$18,3.5
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",6,6,Six Foot Song,Six Foot Song,Six Foot Song,6,Jake Hull,Siena Grima (a-2),$10,9
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",9,9,Michelangelo,Michelangelo,Michelangelo,4,Dean Mirfin,Jacob Stiff (a-3),$4,8.3
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",10,10,Owen County,Owen County,Owen County,5,Richard Litt,Tom Sherry,$6,6.3
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",11,11,Grandini,Grandini,Grandini,9,Rodney Northam,Reece Jones,$6,7.6
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",12,12,Devils Daughter,Devils Daughter,Devils Daughter,2,Paul & Martha Cave,Andrew Calder,$41,6.7
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",6,6,Button Up hl,Button Up hl,Button Up hl,7,Matthew Smith,Ashley Morgan,$7.5,6
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",8,8,Whoa Nellie,Whoa Nellie,Whoa Nellie,12,Brad Widdup,Tyler Schiller,$3.7,6.7
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",9,9,Take Flight,Take Flight,Take Flight,5,David Payne,Olivia Chambers (a-2),$4,5.1
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",10,10,The Cristal,The Cristal,The Cristal,1,Annabel & Rob Archibald,Mollie Fitzgerald (a-1.5),$3.7,3.2
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",11,11,Missie Lee,Missie Lee,Missie Lee,13,Blake Ryan,Jay Ford,$10,6.7
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",12,12,Ocean Empress,Ocean Empress,Ocean Empress,4,Jarrod Austin,Alysha Collett,$8.5,5.7
R8,Hawkesbury,8,4:35 pm Elite Sand & Soil Class 1 Handicap,1300m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",13,13,Tango On,Tango On,Tango On,14,Claire Lever,Winona Costin,$18,2.3
