race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
4,2:35 pm Bur Real Estate Maiden Handicap,2:35 pm,1400m,Albury,Maiden,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",10,Step Quick,Step Quick,Step Quick,17,,Matthew Kelley,56.5kg,SCR,true
4,2:35 pm Bur Real Estate Maiden Handicap,2:35 pm,1400m,Albury,Maiden,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",12,Prophet's Promise,Prophet's Promise,Prophet's Promise,9,Keith Dryden & Libby Snowden,Jack Martin,56kg,SCR,true
4,2:35 pm Bur Real Estate Maiden Handicap,2:35 pm,1400m,Albury,Maiden,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",13,Vametta,Vametta,Vametta,18,,Ben Brisbourne,56kg,SCR,true
4,2:35 pm Bur Real Estate Maiden Handicap,2:35 pm,1400m,Albury,Maiden,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",16,Broken Image,Broken Image,Broken Image,11,,Darrell Burnet,55kg,SCR,true
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",1,Doc March,Doc March,Doc March,9,Gary Colvin,Jeff Penza,62.5kg,$6,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",2,Hells Spirit,Hells Spirit,Hells Spirit,3,Kym Davison,Brittany Button (a-1.5),61.5kg,$3,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",3,Justifiably,Justifiably,Justifiably,6,Darrell Burnet,Blaike McDougall,61.5kg,$6.5,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",4,First Day,First Day,First Day,8,Ben Brisbourne,Cory Parish,61kg,$8,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",5,King Edward,King Edward,King Edward,1,Matthew Kelley,Brodie Loy,61kg,$15,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",6,Sorry Sunshine,Sorry Sunshine,Sorry Sunshine,7,Doug Gorrel,Caine Stuart (a-2),61kg,$29,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",8,Overloaded,Overloaded,Overloaded,2,Gerald Egan,Pierre Boudvillain,58.5kg,$7,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",9,Mr Tadashi,Mr Tadashi,Mr Tadashi,11,Doug Gorrel,Jake Duffy,58kg,$23,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",10,Just Like Liam,Just Like Liam,Just Like Liam,5,Garry Worsnop,Brendan Ward,55kg,$8.5,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",11,Sleeper,Sleeper,Sleeper,4,Peter Donnelly,Jason Lyon,55kg,$81,false
5,3:10 pm Pogson Cronin Kerr Benchmark 58 Handicap,3:10 pm,2000m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",7,It Is To Be,It Is To Be,It Is To Be,10,,Pat Murphy,59.5kg,SCR,true
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",1,Star Blazer,Star Blazer,Star Blazer,10,Dan McCarthy,Sarah McDonough (a-2),62.5kg,$13,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",3,Philadelphia Storm,Philadelphia Storm,Philadelphia Storm,2,Gary Colvin,Carly Frater,61kg,$18,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",4,Maid In Dubai,Maid In Dubai,Maid In Dubai,4,Craig Weeding,Cassidy Hill (a-3),60.5kg,$19,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",5,Macy Moon,Macy Moon,Macy Moon,11,Gerald Egan,Cory Parish,60kg,$6,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",6,Super Paradise,Super Paradise,Super Paradise,8,Andrew Dale,Brodie Loy,59.5kg,$7.5,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",7,Black Frost,Black Frost,Black Frost,12,Craig Weeding,Jake Duffy,59kg,$23,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",8,Caravanserai,Caravanserai,Caravanserai,9,Natalie Jarvis,Jack Martin,59kg,$10,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",9,Makalu,Makalu,Makalu,1,Toby Lake,Chelsea Taylor,59kg,$11,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",10,Jannik,Jannik,Jannik,15,Shane Bloomfield,Damon Budler (a1),57kg,$51,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",11,O Cara Mia,O Cara Mia,O Cara Mia,13,Matthew Kelley,Coriah Keatings,57kg,$5.5,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",12,Cayman Island,Cayman Island,Cayman Island,5,Shane Bloomfield,Pierre Boudvillain (a0.5),55.5kg,$6,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",13,Sundrop,Sundrop,Sundrop,3,Shane Bloomfield,Brendan Ward,55kg,$41,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",14,Strategic Defense,Strategic Defense,Strategic Defense,14,Donna Scott,Jason Lyon,55kg,$16,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",15,Doubtfree,Doubtfree,Doubtfree,7,Donna Scott,Blaike McDougall (a1),55kg,$23,false
6,3:45 pm Gj Gardner Homes Albury Benchmark 66 Handicap,3:45 pm,1600m,Albury,BM66,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",2,Hammett,Hammett,Hammett,6,Matthew Dale,Brodie Loy,61kg,SCR,true
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",1,Amber Star,Amber Star,Amber Star,6,Craig Weeding,Cassidy Hill (a-3),63kg,$5.5,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",2,With Strength,With Strength,With Strength,5,Dan McCarthy,Sarah McDonough (a-2),63kg,$2.5,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",4,On Point Pixie,On Point Pixie,On Point Pixie,9,Matthew Kelley,Brodie Loy,60.5kg,$9,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",5,King De Lune,King De Lune,King De Lune,14,Craig Weeding,Jake Duffy,58.5kg,$21,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",6,Winning Witness,Winning Witness,Winning Witness,15,Libby Haworth,Brittany Button (a-1.5),58.5kg,$51,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",7,I'm Airborne,I'm Airborne,I'm Airborne,11,Nadine Cameron,Milos Bunjevac,58kg,$17,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",8,Boy From Tennessee,Boy From Tennessee,Boy From Tennessee,2,Paul McVicar,John Keating,57.5kg,$91,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",9,Pariah Flyer,Pariah Flyer,Pariah Flyer,10,Heath Maclean,Jason Lyon,57.5kg,$6,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",10,Please Me,Please Me,Please Me,3,David Dean,Cory Parish,57.5kg,$9.5,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",11,Taluk,Taluk,Taluk,12,Michael Travers,Blaike McDougall,57.5kg,$16,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",15,Rich Dispute,Rich Dispute,Rich Dispute,13,David O'Prey,Chelsea Taylor,55kg,$29,false
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",3,Fourthtimelucky,Fourthtimelucky,Fourthtimelucky,8,Craig Widdison,Cory Parish,62.5kg,SCR,true
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",12,Fightthegoodfight,Fightthegoodfight,Fightthegoodfight,1,,Len Hodgson,56.5kg,SCR,true
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",13,Sweet Paree,Sweet Paree,Sweet Paree,7,Shilleagh Meyervale,Bradley Vale,56.5kg,SCR,true
7,4:20 pm Choices Flooring Wodonga Benchmark 58 Handicap,4:20 pm,1175m,Albury,BM58,Soft 6,"+3m 1200m - 350m, Cutaway Applies, True Remainder",14,Apple Cider,Apple Cider,Apple Cider,4,Nadine Cameron,Damon Budler (a0.5),55.5kg,SCR,true
