race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,18,Bella Khadijah,Bella Khadijah,Bella Khadijah,2,,Brad Widdup,56.5kg,$23,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,5,Ticklebelly,Ticklebelly,Ticklebelly,18,Scott Collings,Joshua Parr,59.5kg,SCR,true
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,1,Les Vampires,Les Vampires,Les Vampires,3,Lucy Longmire,Adam Hyeronimus,61kg,$51,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,2,Black Run,Black Run,Black Run,11,Annabel & Rob Archibald,Braith Nock (a-1.5),60kg,$27,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,3,Rotagilla,Rotagilla,Rotagilla,1,Chris Waller,Nash Rawiller,59.5kg,$7,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,4,Redstone Well,Redstone Well,Redstone Well,7,Annabel & Rob Archibald,Dylan Gibbons,58.5kg,$81,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,6,Sir Dinadan,Sir Dinadan,Sir Dinadan,15,Chris Waller,Sam Clipperton,57kg,$13,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,7,Starzintheireyes,Starzintheireyes,Starzintheireyes,5,Tom Charlton,Zac Lloyd,57kg,$4.6,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,8,I Am The Empire,I Am The Empire,I Am The Empire,2,Annabel & Rob Archibald,Mollie Fitzgerald (a-3),56kg,$81,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,9,Brave Call,Brave Call,Brave Call,14,Kris Lees,Kerrin McEvoy,55.5kg,$21,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,10,Tazima,Tazima,Tazima,13,Chris Waller,Siena Grima (a-3),55kg,$10,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,11,King Of The Sea,King Of The Sea,King Of The Sea,9,Ciaron Maher,Adam Farragher,54.5kg,$2.9,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,12,Pinhole,Pinhole,Pinhole,10,Chris Waller,Tyler Schiller,54.5kg,$35,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,13,Placid Pearl,Placid Pearl,Placid Pearl,8,Matthew Smith,Winona Costin,53kg,$34,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,14,Bestower,Bestower,Bestower,4,Kris Lees,Alysha Collett,52kg,$15,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,15,Haaracaine,Haaracaine,Haaracaine,6,Nick Ryan,Andrew Adkins,52kg,$20,false
7,2:30 pm General Australia Handicap,2:30 pm,2000m,Randwick,Handicap,Soft 7,True,5,Glad You Think,Glad You Think,Glad You Think,12,John Sargent,Joshua Parr,57.5kg,SCR,true
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,1,Mighty Ulysses,Mighty Ulysses,Mighty Ulysses,10,Annabel & Rob Archibald,Braith Nock (a-1.5),61.5kg,$26,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,2,Konasana,Konasana,Konasana,12,Chris Waller,Regan Bayliss,59kg,$34,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,3,Shadizi,Shadizi,Shadizi,7,Chris Waller,Nash Rawiller,59kg,$9.5,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,4,God's Window,God's Window,God's Window,17,Chris Waller,Siena Grima (a-3),58kg,$12,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,5,Sky Lab,Sky Lab,Sky Lab,4,Paul Perry,Luke Rolls,58kg,$126,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,6,Yet He Moves,Yet He Moves,Yet He Moves,3,Chris Waller,Kerrin McEvoy,58kg,$21,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,7,Ruby Flyer,Ruby Flyer,Ruby Flyer,14,,Brad Widdup,57kg,$41,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,8,The Three Hundred,The Three Hundred,The Three Hundred,5,Gai Waterhouse & Adrian Bott,Adam Hyeronimus,57kg,$10,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,9,Diablo Bolt,Diablo Bolt,Diablo Bolt,2,Annabel & Rob Archibald,Anna Roper (a-2),56kg,$101,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,10,Firm Agreement,Firm Agreement,Firm Agreement,11,Annabel & Rob Archibald,Mollie Fitzgerald (a-3),56kg,$91,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,11,Lincoln Rocks,Lincoln Rocks,Lincoln Rocks,8,Annabel & Rob Archibald,Sam Clipperton,55.5kg,$46,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,12,Asgarda,Asgarda,Asgarda,18,John Sargent,Alysha Collett,55kg,$13,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,13,Glad You Think,Glad You Think,Glad You Think,9,John Sargent,Ashley Morgan,54.5kg,$6.5,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,14,Time Quest,Time Quest,Time Quest,13,Matthew Smith,Reece Jones,54.5kg,$46,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,15,Jamberoo,Jamberoo,Jamberoo,6,Tom Charlton,Dylan Gibbons,54kg,$15,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,16,Walking Painting,Walking Painting,Walking Painting,15,Richard & Will Freedman,Andrew Adkins,53kg,$15,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,17,Until Valhalla,Until Valhalla,Until Valhalla,1,Ciaron Maher,Adam Farragher,52.5kg,$26,false
8,3:05 pm Academy Brand Handicap,3:05 pm,1600m,Randwick,Handicap,Soft 7,True,18,Spione,Spione,Spione,16,"Michael, John & Wayne Hawkes",Tyler Schiller,52.5kg,$3.5,false
9,3:45 pm Uphire Handicap,3:45 pm,1000m,Randwick,Handicap,Soft 7,True,1,Lyles,Lyles,Lyles,3,Matthew Smith,Zac Lloyd,61kg,$3.25,false
9,3:45 pm Uphire Handicap,3:45 pm,1000m,Randwick,Handicap,Soft 7,True,2,Amazing Eagle,Amazing Eagle,Amazing Eagle,5,Bjorn Baker,Nash Rawiller,60kg,$5.5,false
9,3:45 pm Uphire Handicap,3:45 pm,1000m,Randwick,Handicap,Soft 7,True,3,Snack Bar,Snack Bar,Snack Bar,6,Bjorn Baker,Joshua Parr,58.5kg,$4.8,false
9,3:45 pm Uphire Handicap,3:45 pm,1000m,Randwick,Handicap,Soft 7,True,4,Winning Proposal,Winning Proposal,Winning Proposal,11,John Thompson,Anna Roper (a-2),58kg,$26,false
